insurance_id,payer_name,payer_type
INS-8C287E,Day Group,Government
INS-RUIH6N,,Government
INS-AO6QGQ,Fowler-Smith,Government
INS-M76AAL,Peterson-Williams,Insurance
INS-YQM9DS,Robbins Ltd,Insurance
INS-DFLBVY,"Lopez, Johnson and Myers",Insurance
INS-NOREG452,"Smith, Cole and Rodgers",Government
INS-7W6OQ6,Shaw-Jacobs,Insurance
INS-1T1LIX,Walker-Bates,Insurance
INS-EHYJ98,"Anderson, Oconnell and Yates",Government
INS-F1K7GR,Wood Inc,Insurance
INS-QNBIZY,"Lopez, Johnson and Myers",Insurance
INS-63BSNA,"Richard, Floyd and Villanueva",Government
INS-NKAU8X,Shaw-Jacobs,Government
INS-J60IAC,Shaw-Jacobs,Insurance
INS-6WSUHN,Jackson-Hubbard,Insurance
INS-05K1YF,,Government
INS-66DTYK,Martinez-Burnett,Insurance
INS-I973MZ,Walker-Bates,Government
INS-6Y2DJ8,Brooks-Johnson,Insurance
INS-R0H77M,Jackson-Hubbard,Government
INS-MG6DKZ,"Richard, Floyd and Villanueva",Government
INS-J5RZR4,Merritt-Flynn,Government
INS-7VLQ4S,"Smith, Cole and Rodgers",Insurance
INS-4EDS6B,Henson Group,Insurance
